%OpenBCI Raw EEG Data
%
%Sample Rate = 250.0 Hz
%First Column = SampleIndex
%Other Columns = EEG data in microvolts with optional columns at end being unscaled Aux data
179279, -37022.55, -53840.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179280, -37049.71, -53986.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179281, -37066.16, -53964.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179282, -37047.21, -53854.78, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179283, -37032.88, -53879.77, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179284, -37051.28, -53996.76, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179285, -37069.72, -53998.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179286, -37055.41, -53885.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179287, -37036.04, -53866.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179288, -37048.11, -53984.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179289, -37070.64, -54011.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179290, -37059.62, -53874.81, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179291, -37037.44, -53817.68, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179292, -37043.23, -53949.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179293, -37066.23, -54017.82, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179294, -37068.11, -53918.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179295, -37045.89, -53837.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179296, -37042.79, -53915.78, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179297, -37064.87, -54007.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179298, -37071.39, -53937.84, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179299, -37051.91, -53839.43, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179300, -37050.16, -53909.48, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179301, -37074.23, -54013.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179302, -37082.26, -53955.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179303, -37058.48, -53850.49, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179304, -37042.45, -53877.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179305, -37061.63, -53988.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179306, -37073.03, -53972.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179307, -37050.21, -53850.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179308, -37031.59, -53863.93, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179309, -37047.81, -53990.35, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179310, -37068.76, -53997.34, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179311, -37058.88, -53881.27, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179312, -37032.86, -53838.46, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179313, -37041.62, -53953.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179314, -37068.27, -54005.75, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179315, -37061.94, -53886.66, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179316, -37036.37, -53822.35, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179317, -37037.75, -53934.71, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179318, -37061.70, -54002.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179319, -37061.36, -53899.91, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179320, -37044.59, -53820.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179321, -37039.99, -53909.95, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179322, -37049.45, -54004.70, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
179323, -37049.94, -53930.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0
